homeTeamStats,awayTeamStats,Stat,id
21.0,22.0,Tackles,93577
20.0,34.0,Clearances,93577
13.0,4.0,Corners,93577
2.0,3.0,Offsides,93577
1.0,4.0,Yellow cards,93577
15.0,14.0,Fouls conceded,93577
4.0,1.0,Goal,93577
69.9,30.1,Possession %,93496
11.0,2.0,Shots on target,93496
25.0,6.0,Shots,93496
894.0,469.0,Touches,93496
712.0,304.0,Passes,93496
6.0,11.0,Tackles,93496
20.0,27.0,Clearances,93496
10.0,1.0,Corners,93496
1.0,3.0,Offsides,93496
2.0,4.0,Yellow cards,93496
12.0,6.0,Fouls conceded,93496
1.0,0.0,Goal,93496
62.7,37.3,Possession %,93563
4.0,4.0,Shots on target,93563
19.0,10.0,Shots,93563
764.0,537.0,Touches,93563
527.0,315.0,Passes,93563
25.0,15.0,Tackles,93563
15.0,37.0,Clearances,93563
3.0,6.0,Corners,93563
1.0,2.0,Offsides,93563
0.0,2.0,Yellow cards,93563
8.0,12.0,Fouls conceded,93563
1.0,1.0,Goal,93563
20.6,79.4,Possession %,93569
1.0,10.0,Shots on target,93569
6.0,24.0,Shots,93569
381.0,1044.0,Touches,93569
226.0,871.0,Passes,93569
8.0,15.0,Tackles,93569
37.0,13.0,Clearances,93569
5.0,10.0,Corners,93569
2.0,2.0,Offsides,93569
1.0,4.0,Yellow cards,93569
1.0,0.0,Red cards,93569
3.0,5.0,Fouls conceded,93569
0.0,5.0,Goal,93569
58.5,41.5,Possession %,93565
4.0,9.0,Shots on target,93565
22.0,21.0,Shots,93565
753.0,587.0,Touches,93565
528.0,391.0,Passes,93565
14.0,14.0,Tackles,93565
12.0,26.0,Clearances,93565
8.0,6.0,Corners,93565
4.0,1.0,Offsides,93565
3.0,5.0,Yellow cards,93565
7.0,21.0,Fouls conceded,93565
1.0,2.0,Goal,93565
34.9,65.1,Possession %,93562
0.0,7.0,Shots on target,93562
8.0,16.0,Shots,93562
488.0,779.0,Touches,93562
316.0,603.0,Passes,93562
17.0,15.0,Tackles,93562
21.0,13.0,Clearances,93562
4.0,6.0,Corners,93562
5.0,1.0,Offsides,93562
2.0,1.0,Yellow cards,93562
11.0,8.0,Fouls conceded,93562
0.0,5.0,Goal,93562
70.4,29.6,Possession %,93566
5.0,6.0,Shots on target,93566
31.0,9.0,Shots,93566
942.0,531.0,Touches,93566
711.0,307.0,Passes,93566
15.0,28.0,Tackles,93566
10.0,53.0,Clearances,93566
12.0,1.0,Corners,93566
0.0,5.0,Offsides,93566
1.0,3.0,Yellow cards,93566
7.0,12.0,Fouls conceded,93566
1.0,1.0,Goal,93566
37.0,63.0,Possession %,93561
6.0,8.0,Shots on target,93561
15.0,15.0,Shots,93561
544.0,787.0,Touches,93561
357.0,614.0,Passes,93561
16.0,12.0,Tackles,93561
21.0,17.0,Clearances,93561
1.0,6.0,Corners,93561
3.0,2.0,Offsides,93561
2.0,1.0,Yellow cards,93561
4.0,18.0,Fouls conceded,93561
1.0,4.0,Goal,93561
52.2,47.8,Possession %,93564
4.0,3.0,Shots on target,93564
15.0,12.0,Shots,93564
608.0,596.0,Touches,93564
450.0,425.0,Passes,93564
14.0,11.0,Tackles,93564
10.0,28.0,Clearances,93564
4.0,4.0,Corners,93564
2.0,6.0,Offsides,93564
5.0,2.0,Yellow cards,93564
11.0,6.0,Fouls conceded,93564
1.0,2.0,Goal,93564
2.0,2.0,Goal,93567
48.4,51.6,Possession %,93568
8.0,3.0,Shots on target,93568
19.0,10.0,Shots,93568
604.0,619.0,Touches,93568
406.0,430.0,Passes,93568
21.0,17.0,Tackles,93568
19.0,15.0,Clearances,93568
5.0,2.0,Corners,93568
1.0,1.0,Offsides,93568
4.0,4.0,Yellow cards,93568
0.0,1.0,Red cards,93568
13.0,15.0,Fouls conceded,93568
2.0,0.0,Goal,93568
71.2,28.8,Possession %,93570
4.0,7.0,Shots on target,93570
15.0,12.0,Shots,93570
962.0,502.0,Touches,93570
748.0,300.0,Passes,93570
23.0,16.0,Tackles,93570
7.0,38.0,Clearances,93570
10.0,4.0,Corners,93570
1.0,2.0,Offsides,93570
0.0,1.0,Yellow cards,93570
8.0,13.0,Fouls conceded,93570
1.0,2.0,Goal,93570
22.7,77.3,Possession %,93552
4.0,5.0,Shots on target,93552
13.0,14.0,Shots,93552
420.0,1033.0,Touches,93552
244.0,835.0,Passes,93552
22.0,16.0,Tackles,93552
35.0,7.0,Clearances,93552
1.0,7.0,Corners,93552
2.0,4.0,Offsides,93552
2.0,2.0,Yellow cards,93552
15.0,7.0,Fouls conceded,93552
1.0,3.0,Goal,93552
29.5,70.5,Possession %,93559
1.0,12.0,Shots on target,93559
5.0,25.0,Shots,93559
432.0,883.0,Touches,93559
287.0,692.0,Passes,93559
21.0,12.0,Tackles,93559
23.0,14.0,Clearances,93559
2.0,6.0,Corners,93559
2.0,2.0,Offsides,93559
4.0,0.0,Yellow cards,93559
17.0,11.0,Fouls conceded,93559
0.0,6.0,Goal,93559
49.2,50.8,Possession %,93553
6.0,4.0,Shots on target,93553
7.0,25.0,Shots,93553
656.0,669.0,Touches,93553
453.0,448.0,Passes,93553
20.0,17.0,Tackles,93553
37.0,20.0,Clearances,93553
1.0,13.0,Corners,93553
1.0,3.0,Offsides,93553
1.0,2.0,Yellow cards,93553
11.0,11.0,Fouls conceded,93553
3.0,1.0,Goal,93553
70.8,29.2,Possession %,93554
10.0,4.0,Shots on target,93554
25.0,9.0,Shots,93554
877.0,486.0,Touches,93554
670.0,277.0,Passes,93554
22.0,14.0,Tackles,93554
15.0,38.0,Clearances,93554
9.0,3.0,Corners,93554
2.0,2.0,Offsides,93554
3.0,2.0,Yellow cards,93554
11.0,13.0,Fouls conceded,93554
3.0,1.0,Goal,93554
75.0,25.0,Possession %,93555
5.0,3.0,Shots on target,93555
20.0,7.0,Shots,93555
782.0,380.0,Touches,93555
563.0,192.0,Passes,93555
17.0,26.0,Tackles,93555
22.0,44.0,Clearances,93555
13.0,1.0,Corners,93555
2.0,0.0,Offsides,93555
1.0,2.0,Yellow cards,93555
7.0,12.0,Fouls conceded,93555
1.0,3.0,Goal,93555
52.5,47.5,Possession %,93558
6.0,3.0,Shots on target,93558
16.0,6.0,Shots,93558
714.0,683.0,Touches,93558
527.0,475.0,Passes,93558
10.0,16.0,Tackles,93558
21.0,24.0,Clearances,93558
9.0,6.0,Corners,93558
4.0,6.0,Offsides,93558
2.0,3.0,Yellow cards,93558
14.0,13.0,Fouls conceded,93558
2.0,1.0,Goal,93558
71.1,28.9,Possession %,93560
5.0,6.0,Shots on target,93560
17.0,9.0,Shots,93560
866.0,454.0,Touches,93560
651.0,272.0,Passes,93560
18.0,17.0,Tackles,93560
9.0,33.0,Clearances,93560
7.0,4.0,Corners,93560
1.0,0.0,Offsides,93560
2.0,3.0,Yellow cards,93560
11.0,9.0,Fouls conceded,93560
0.0,2.0,Goal,93560
37.7,62.3,Possession %,93557
3.0,5.0,Shots on target,93557
13.0,7.0,Shots,93557
549.0,809.0,Touches,93557
365.0,624.0,Passes,93557
20.0,14.0,Tackles,93557
18.0,34.0,Clearances,93557
4.0,4.0,Corners,93557
3.0,0.0,Offsides,93557
1.0,2.0,Yellow cards,93557
9.0,6.0,Fouls conceded,93557
2.0,3.0,Goal,93557
28.1,71.9,Possession %,93543
3.0,15.0,Shots on target,93543
9.0,25.0,Shots,93543
455.0,950.0,Touches,93543
279.0,750.0,Passes,93543
18.0,11.0,Tackles,93543
31.0,23.0,Clearances,93543
8.0,13.0,Corners,93543
2.0,0.0,Offsides,93543
1.0,0.0,Yellow cards,93543
2.0,4.0,Fouls conceded,93543
1.0,3.0,Goal,93543
44.4,55.6,Possession %,93542
2.0,6.0,Shots on target,93542
9.0,8.0,Shots,93542
551.0,634.0,Touches,93542
330.0,427.0,Passes,93542
15.0,31.0,Tackles,93542
13.0,28.0,Clearances,93542
11.0,6.0,Corners,93542
1.0,1.0,Offsides,93542
3.0,2.0,Yellow cards,93542
1.0,0.0,Red cards,93542
19.0,12.0,Fouls conceded,93542
1.0,1.0,Goal,93542
64.4,35.6,Possession %,93546
6.0,7.0,Shots on target,93546
15.0,14.0,Shots,93546
826.0,546.0,Touches,93546
637.0,356.0,Passes,93546
13.0,18.0,Tackles,93546
12.0,26.0,Clearances,93546
10.0,1.0,Corners,93546
3.0,0.0,Offsides,93546
3.0,2.0,Yellow cards,93546
15.0,11.0,Fouls conceded,93546
2.0,4.0,Goal,93546
51.1,48.9,Possession %,93548
5.0,3.0,Shots on target,93548
12.0,22.0,Shots,93548
687.0,689.0,Touches,93548
528.0,482.0,Passes,93548
18.0,16.0,Tackles,93548
22.0,18.0,Clearances,93548
5.0,8.0,Corners,93548
1.0,0.0,Offsides,93548
0.0,1.0,Yellow cards,93548
10.0,5.0,Fouls conceded,93548
3.0,0.0,Goal,93548
42.6,57.4,Possession %,93541
7.0,1.0,Shots on target,93541
15.0,10.0,Shots,93541
573.0,716.0,Touches,93541
390.0,528.0,Passes,93541
21.0,11.0,Tackles,93541
23.0,15.0,Clearances,93541
2.0,4.0,Corners,93541
3.0,1.0,Offsides,93541
6.0,2.0,Yellow cards,93541
0.0,1.0,Red cards,93541
11.0,11.0,Fouls conceded,93541
3.0,1.0,Goal,93541
42.6,57.4,Possession %,93547
5.0,6.0,Shots on target,93547
14.0,9.0,Shots,93547
594.0,719.0,Touches,93547
347.0,495.0,Passes,93547
25.0,22.0,Tackles,93547
14.0,28.0,Clearances,93547
9.0,5.0,Corners,93547
5.0,1.0,Offsides,93547
3.0,0.0,Yellow cards,93547
8.0,14.0,Fouls conceded,93547
2.0,2.0,Goal,93547
68.9,31.1,Possession %,93544
6.0,5.0,Shots on target,93544
13.0,7.0,Shots,93544
1039.0,541.0,Touches,93544
870.0,389.0,Passes,93544
23.0,16.0,Tackles,93544
3.0,7.0,Clearances,93544
3.0,2.0,Corners,93544
2.0,2.0,Offsides,93544
1.0,3.0,Yellow cards,93544
8.0,14.0,Fouls conceded,93544
4.0,1.0,Goal,93544
43.7,56.3,Possession %,93545
4.0,7.0,Shots on target,93545
12.0,15.0,Shots,93545
584.0,679.0,Touches,93545
382.0,489.0,Passes,93545
15.0,10.0,Tackles,93545
30.0,21.0,Clearances,93545
2.0,13.0,Corners,93545
1.0,1.0,Offsides,93545
2.0,2.0,Yellow cards,93545
11.0,7.0,Fouls conceded,93545
2.0,2.0,Goal,93545
54.2,45.8,Possession %,93549
6.0,8.0,Shots on target,93549
19.0,11.0,Shots,93549
645.0,609.0,Touches,93549
431.0,379.0,Passes,93549
26.0,14.0,Tackles,93549
9.0,34.0,Clearances,93549
8.0,2.0,Corners,93549
2.0,2.0,Yellow cards,93549
13.0,16.0,Fouls conceded,93549
4.0,4.0,Goal,93549
48.8,51.2,Possession %,93537
3.0,4.0,Shots on target,93537
9.0,9.0,Shots,93537
679.0,700.0,Touches,93537
451.0,482.0,Passes,93537
27.0,21.0,Tackles,93537
26.0,19.0,Clearances,93537
1.0,5.0,Corners,93537
1.0,3.0,Offsides,93537
1.0,3.0,Yellow cards,93537
13.0,11.0,Fouls conceded,93537
1.0,1.0,Goal,93537
53.1,46.9,Possession %,93538
7.0,8.0,Shots on target,93538
16.0,21.0,Shots,93538
704.0,654.0,Touches,93538
511.0,454.0,Passes,93538
25.0,20.0,Tackles,93538
12.0,20.0,Clearances,93538
4.0,5.0,Corners,93538
1.0,2.0,Offsides,93538
2.0,5.0,Yellow cards,93538
10.0,10.0,Fouls conceded,93538
3.0,4.0,Goal,93538
74.1,25.9,Possession %,93540
4.0,3.0,Shots on target,93540
14.0,8.0,Shots,93540
949.0,419.0,Touches,93540
795.0,270.0,Passes,93540
10.0,20.0,Tackles,93540
8.0,19.0,Clearances,93540
7.0,3.0,Corners,93540
3.0,3.0,Offsides,93540
2.0,2.0,Yellow cards,93540
3.0,13.0,Fouls conceded,93540
3.0,1.0,Goal,93540
68.2,31.8,Possession %,93536
5.0,5.0,Shots on target,93536
19.0,9.0,Shots,93536
849.0,496.0,Touches,93536
618.0,276.0,Passes,93536
23.0,19.0,Tackles,93536
29.0,23.0,Clearances,93536
5.0,3.0,Corners,93536
2.0,3.0,Offsides,93536
2.0,3.0,Yellow cards,93536
13.0,15.0,Fouls conceded,93536
3.0,2.0,Goal,93536
50.5,49.5,Possession %,93539
13.0,3.0,Shots on target,93539
28.0,4.0,Shots,93539
763.0,761.0,Touches,93539
553.0,561.0,Passes,93539
22.0,14.0,Tackles,93539
7.0,33.0,Clearances,93539
8.0,1.0,Corners,93539
3.0,3.0,Offsides,93539
2.0,4.0,Yellow cards,93539
15.0,16.0,Fouls conceded,93539
4.0,1.0,Goal,93539
26.6,73.4,Possession %,93535
3.0,3.0,Shots on target,93535
9.0,19.0,Shots,93535
462.0,919.0,Touches,93535
268.0,759.0,Passes,93535
15.0,16.0,Tackles,93535
45.0,13.0,Clearances,93535
2.0,10.0,Corners,93535
1.0,3.0,Offsides,93535
0.0,1.0,Yellow cards,93535
6.0,7.0,Fouls conceded,93535
1.0,2.0,Goal,93535
69.8,30.2,Possession %,93533
6.0,4.0,Shots on target,93533
25.0,21.0,Shots,93533
822.0,467.0,Touches,93533
612.0,262.0,Passes,93533
6.0,22.0,Tackles,93533
21.0,37.0,Clearances,93533
15.0,6.0,Corners,93533
3.0,2.0,Offsides,93533
1.0,2.0,Yellow cards,93533
6.0,13.0,Fouls conceded,93533
0.0,0.0,Goal,93533
40.9,59.1,Possession %,93534
8.0,2.0,Shots on target,93534
18.0,9.0,Shots,93534
584.0,728.0,Touches,93534
357.0,542.0,Passes,93534
17.0,26.0,Tackles,93534
15.0,17.0,Clearances,93534
7.0,4.0,Corners,93534
4.0,1.0,Offsides,93534
2.0,2.0,Yellow cards,93534
13.0,14.0,Fouls conceded,93534
4.0,0.0,Goal,93534
61.0,39.0,Possession %,93531
6.0,5.0,Shots on target,93531
12.0,14.0,Shots,93531
755.0,539.0,Touches,93531
569.0,359.0,Passes,93531
13.0,19.0,Tackles,93531
11.0,27.0,Clearances,93531
8.0,7.0,Corners,93531
2.0,4.0,Offsides,93531
4.0,1.0,Yellow cards,93531
14.0,12.0,Fouls conceded,93531
1.0,3.0,Goal,93531
71.8,28.2,Possession %,93524
4.0,3.0,Shots on target,93524
11.0,8.0,Shots,93524
966.0,488.0,Touches,93524
791.0,312.0,Passes,93524
13.0,20.0,Tackles,93524
7.0,35.0,Clearances,93524
8.0,2.0,Corners,93524
3.0,1.0,Offsides,93524
1.0,4.0,Yellow cards,93524
10.0,13.0,Fouls conceded,93524
0.0,0.0,Goal,93524
57.4,42.6,Possession %,93530
6.0,5.0,Shots on target,93530
21.0,16.0,Shots,93530
713.0,577.0,Touches,93530
496.0,370.0,Passes,93530
17.0,18.0,Tackles,93530
16.0,21.0,Clearances,93530
4.0,1.0,Corners,93530
1.0,2.0,Offsides,93530
3.0,1.0,Yellow cards,93530
1.0,1.0,Red cards,93530
11.0,10.0,Fouls conceded,93530
2.0,2.0,Goal,93530
39.2,60.8,Possession %,93522
1.0,7.0,Shots on target,93522
11.0,14.0,Shots,93522
576.0,770.0,Touches,93522
328.0,526.0,Passes,93522
27.0,32.0,Tackles,93522
20.0,26.0,Clearances,93522
8.0,5.0,Corners,93522
1.0,0.0,Offsides,93522
1.0,2.0,Yellow cards,93522
9.0,12.0,Fouls conceded,93522
0.0,4.0,Goal,93522
60.6,39.4,Possession %,93521
7.0,5.0,Shots on target,93521
21.0,12.0,Shots,93521
745.0,525.0,Touches,93521
561.0,362.0,Passes,93521
17.0,11.0,Tackles,93521
17.0,27.0,Clearances,93521
6.0,7.0,Corners,93521
5.0,2.0,Offsides,93521
8.0,12.0,Fouls conceded,93521
5.0,0.0,Goal,93521
48.0,52.0,Possession %,93523
5.0,3.0,Shots on target,93523
11.0,12.0,Shots,93523
656.0,690.0,Touches,93523
456.0,496.0,Passes,93523
16.0,13.0,Tackles,93523
27.0,25.0,Clearances,93523
6.0,4.0,Corners,93523
0.0,2.0,Offsides,93523
1.0,3.0,Yellow cards,93523
10.0,14.0,Fouls conceded,93523
3.0,2.0,Goal,93523
31.3,68.7,Possession %,93527
2.0,5.0,Shots on target,93527
10.0,16.0,Shots,93527
417.0,748.0,Touches,93527
236.0,530.0,Passes,93527
25.0,10.0,Tackles,93527
26.0,19.0,Clearances,93527
4.0,5.0,Corners,93527
5.0,1.0,Offsides,93527
1.0,4.0,Yellow cards,93527
13.0,14.0,Fouls conceded,93527
0.0,0.0,Goal,93527
36.3,63.7,Possession %,93528
2.0,6.0,Shots on target,93528
9.0,16.0,Shots,93528
526.0,780.0,Touches,93528
313.0,555.0,Passes,93528
21.0,22.0,Tackles,93528
27.0,14.0,Clearances,93528
8.0,13.0,Corners,93528
3.0,4.0,Offsides,93528
2.0,1.0,Yellow cards,93528
8.0,5.0,Fouls conceded,93528
2.0,2.0,Goal,93528
55.1,44.9,Possession %,93526
3.0,4.0,Shots on target,93526
17.0,14.0,Shots,93526
757.0,657.0,Touches,93526
524.0,423.0,Passes,93526
20.0,25.0,Tackles,93526
37.0,24.0,Clearances,93526
6.0,4.0,Corners,93526
4.0,0.0,Offsides,93526
5.0,1.0,Yellow cards,93526
13.0,9.0,Fouls conceded,93526
1.0,0.0,Goal,93526
27.4,72.6,Possession %,93529
5.0,11.0,Shots on target,93529
12.0,27.0,Shots,93529
470.0,942.0,Touches,93529
277.0,747.0,Passes,93529
24.0,11.0,Tackles,93529
29.0,9.0,Clearances,93529
3.0,13.0,Corners,93529
8.0,1.0,Offsides,93529
1.0,2.0,Yellow cards,93529
7.0,7.0,Fouls conceded,93529
2.0,3.0,Goal,93529
38.5,61.5,Possession %,93525
7.0,5.0,Shots on target,93525
13.0,14.0,Shots,93525
560.0,747.0,Touches,93525
342.0,542.0,Passes,93525
17.0,23.0,Tackles,93525
29.0,13.0,Clearances,93525
2.0,8.0,Corners,93525
1.0,4.0,Offsides,93525
1.0,0.0,Yellow cards,93525
7.0,12.0,Fouls conceded,93525
1.0,1.0,Goal,93525
31.4,68.6,Possession %,93519
2.0,8.0,Shots on target,93519
6.0,22.0,Shots,93519
557.0,1028.0,Touches,93519
382.0,865.0,Passes,93519
18.0,12.0,Tackles,93519
24.0,15.0,Clearances,93519
2.0,0.0,Corners,93519
3.0,1.0,Offsides,93519
1.0,0.0,Yellow cards,93519
4.0,6.0,Fouls conceded,93519
0.0,0.0,Goal,93519
61.9,38.1,Possession %,93514
15.0,3.0,Shots on target,93514
34.0,5.0,Shots,93514
767.0,563.0,Touches,93514
555.0,350.0,Passes,93514
15.0,20.0,Tackles,93514
1.0,39.0,Clearances,93514
7.0,3.0,Corners,93514
1.0,3.0,Offsides,93514
3.0,5.0,Yellow cards,93514
16.0,15.0,Fouls conceded,93514
4.0,2.0,Goal,93514
39.5,60.5,Possession %,93513
4.0,3.0,Shots on target,93513
15.0,13.0,Shots,93513
583.0,797.0,Touches,93513
412.0,637.0,Passes,93513
15.0,13.0,Tackles,93513
22.0,13.0,Clearances,93513
5.0,4.0,Corners,93513
4.0,0.0,Offsides,93513
4.0,1.0,Yellow cards,93513
11.0,10.0,Fouls conceded,93513
2.0,1.0,Goal,93513
51.4,48.6,Possession %,93515
6.0,8.0,Shots on target,93515
15.0,12.0,Shots,93515
636.0,608.0,Touches,93515
406.0,418.0,Passes,93515
21.0,26.0,Tackles,93515
4.0,25.0,Clearances,93515
7.0,2.0,Corners,93515
5.0,1.0,Offsides,93515
2.0,2.0,Yellow cards,93515
14.0,21.0,Fouls conceded,93515
2.0,3.0,Goal,93515
65.7,34.3,Possession %,93511
7.0,5.0,Shots on target,93511
19.0,9.0,Shots,93511
611.0,380.0,Touches,93511
465.0,240.0,Passes,93511
10.0,14.0,Tackles,93511
12.0,14.0,Clearances,93511
6.0,2.0,Corners,93511
1.0,6.0,Offsides,93511
4.0,1.0,Yellow cards,93511
0.0,1.0,Red cards,93511
9.0,14.0,Fouls conceded,93511
3.0,2.0,Goal,93511
46.4,53.6,Possession %,93512
6.0,4.0,Shots on target,93512
13.0,9.0,Shots,93512
665.0,707.0,Touches,93512
443.0,510.0,Passes,93512
17.0,20.0,Tackles,93512
28.0,18.0,Clearances,93512
7.0,4.0,Corners,93512
1.0,1.0,Offsides,93512
0.0,1.0,Yellow cards,93512
14.0,10.0,Fouls conceded,93512
3.0,1.0,Goal,93512
80.6,19.4,Possession %,93516
4.0,2.0,Shots on target,93516
18.0,4.0,Shots,93516
1128.0,362.0,Touches,93516
1000.0,233.0,Passes,93516
7.0,15.0,Tackles,93516
10.0,25.0,Clearances,93516
12.0,2.0,Corners,93516
1.0,2.0,Offsides,93516
1.0,1.0,Yellow cards,93516
5.0,6.0,Fouls conceded,93516
2.0,0.0,Goal,93516
52.8,47.2,Possession %,93520
6.0,0.0,Shots on target,93520
12.0,10.0,Shots,93520
702.0,654.0,Touches,93520
512.0,457.0,Passes,93520
19.0,23.0,Tackles,93520
17.0,26.0,Clearances,93520
5.0,2.0,Corners,93520
3.0,1.0,Offsides,93520
2.0,3.0,Yellow cards,93520
9.0,14.0,Fouls conceded,93520
3.0,0.0,Goal,93520
45.2,54.8,Possession %,93517
2.0,5.0,Shots on target,93517
8.0,10.0,Shots,93517
590.0,683.0,Touches,93517
397.0,489.0,Passes,93517
26.0,14.0,Tackles,93517
25.0,23.0,Clearances,93517
4.0,5.0,Corners,93517
1.0,2.0,Offsides,93517
2.0,4.0,Yellow cards,93517
9.0,11.0,Fouls conceded,93517
2.0,1.0,Goal,93517
45.2,54.8,Possession %,93504
9.0,3.0,Shots on target,93504
15.0,19.0,Shots,93504
658.0,754.0,Touches,93504
459.0,537.0,Passes,93504
16.0,16.0,Tackles,93504
29.0,12.0,Clearances,93504
7.0,6.0,Corners,93504
2.0,5.0,Offsides,93504
3.0,2.0,Yellow cards,93504
18.0,6.0,Fouls conceded,93504
4.0,2.0,Goal,93504
74.1,25.9,Possession %,93501
8.0,3.0,Shots on target,93501
30.0,6.0,Shots,93501
958.0,475.0,Touches,93501
749.0,265.0,Passes,93501
20.0,24.0,Tackles,93501
9.0,38.0,Clearances,93501
10.0,3.0,Corners,93501
0.0,1.0,Offsides,93501
2.0,0.0,Yellow cards,93501
8.0,8.0,Fouls conceded,93501
0.0,2.0,Goal,93501
60.5,39.5,Possession %,93503
4.0,5.0,Shots on target,93503
14.0,11.0,Shots,93503
810.0,619.0,Touches,93503
610.0,410.0,Passes,93503
14.0,25.0,Tackles,93503
11.0,39.0,Clearances,93503
8.0,2.0,Corners,93503
1.0,3.0,Offsides,93503
1.0,1.0,Yellow cards,93503
5.0,14.0,Fouls conceded,93503
1.0,4.0,Goal,93503
63.8,36.2,Possession %,93506
4.0,5.0,Shots on target,93506
9.0,13.0,Shots,93506
843.0,543.0,Touches,93506
644.0,352.0,Passes,93506
21.0,25.0,Tackles,93506
22.0,12.0,Clearances,93506
4.0,3.0,Corners,93506
3.0,6.0,Offsides,93506
3.0,2.0,Yellow cards,93506
13.0,16.0,Fouls conceded,93506
2.0,1.0,Goal,93506
27.7,72.3,Possession %,93507
2.0,9.0,Shots on target,93507
7.0,23.0,Shots,93507
451.0,970.0,Touches,93507
293.0,772.0,Passes,93507
15.0,12.0,Tackles,93507
21.0,17.0,Clearances,93507
4.0,8.0,Corners,93507
1.0,1.0,Offsides,93507
4.0,2.0,Yellow cards,93507
13.0,5.0,Fouls conceded,93507
1.0,3.0,Goal,93507
62.0,38.0,Possession %,93509
7.0,6.0,Shots on target,93509
19.0,15.0,Shots,93509
721.0,546.0,Touches,93509
513.0,326.0,Passes,93509
12.0,21.0,Tackles,93509
7.0,44.0,Clearances,93509
10.0,2.0,Corners,93509
0.0,1.0,Offsides,93509
3.0,3.0,Yellow cards,93509
10.0,11.0,Fouls conceded,93509
1.0,3.0,Goal,93509
42.5,57.5,Possession %,93502
4.0,3.0,Shots on target,93502
16.0,8.0,Shots,93502
604.0,732.0,Touches,93502
403.0,548.0,Passes,93502
13.0,16.0,Tackles,93502
23.0,25.0,Clearances,93502
6.0,5.0,Corners,93502
3.0,0.0,Offsides,93502
0.0,2.0,Yellow cards,93502
10.0,10.0,Fouls conceded,93502
3.0,0.0,Goal,93502
50.9,49.1,Possession %,93510
6.0,4.0,Shots on target,93510
21.0,12.0,Shots,93510
567.0,571.0,Touches,93510
356.0,346.0,Passes,93510
20.0,15.0,Tackles,93510
20.0,34.0,Clearances,93510
9.0,4.0,Corners,93510
1.0,0.0,Offsides,93510
5.0,0.0,Yellow cards,93510
13.0,13.0,Fouls conceded,93510
2.0,3.0,Goal,93510
31.4,68.6,Possession %,93505
0.0,10.0,Shots on target,93505
9.0,19.0,Shots,93505
485.0,840.0,Touches,93505
292.0,664.0,Passes,93505
25.0,14.0,Tackles,93505
20.0,10.0,Clearances,93505
4.0,4.0,Corners,93505
1.0,4.0,Offsides,93505
2.0,1.0,Yellow cards,93505
7.0,10.0,Fouls conceded,93505
0.0,2.0,Goal,93505
45.7,54.3,Possession %,93508
7.0,4.0,Shots on target,93508
13.0,10.0,Shots,93508
588.0,653.0,Touches,93508
393.0,462.0,Passes,93508
21.0,14.0,Tackles,93508
26.0,14.0,Clearances,93508
3.0,6.0,Corners,93508
9.0,0.0,Offsides,93508
1.0,3.0,Yellow cards,93508
10.0,10.0,Fouls conceded,93508
3.0,2.0,Goal,93508
31.6,68.4,Possession %,93500
6.0,5.0,Shots on target,93500
14.0,16.0,Shots,93500
457.0,788.0,Touches,93500
266.0,600.0,Passes,93500
22.0,17.0,Tackles,93500
19.0,16.0,Clearances,93500
10.0,6.0,Corners,93500
3.0,0.0,Offsides,93500
3.0,6.0,Yellow cards,93500
11.0,9.0,Fouls conceded,93500
2.0,1.0,Goal,93500
34.5,65.5,Possession %,93499
5.0,3.0,Shots on target,93499
12.0,11.0,Shots,93499
523.0,806.0,Touches,93499
321.0,626.0,Passes,93499
19.0,20.0,Tackles,93499
27.0,21.0,Clearances,93499
4.0,4.0,Corners,93499
1.0,1.0,Offsides,93499
2.0,3.0,Yellow cards,93499
13.0,15.0,Fouls conceded,93499
2.0,0.0,Goal,93499
65.6,34.4,Possession %,93493
5.0,2.0,Shots on target,93493
19.0,7.0,Shots,93493
912.0,557.0,Touches,93493
702.0,362.0,Passes,93493
10.0,21.0,Tackles,93493
11.0,31.0,Clearances,93493
8.0,6.0,Corners,93493
2.0,3.0,Offsides,93493
2.0,1.0,Yellow cards,93493
5.0,17.0,Fouls conceded,93493
0.0,2.0,Goal,93493
34.8,65.2,Possession %,93495
5.0,2.0,Shots on target,93495
16.0,15.0,Shots,93495
521.0,767.0,Touches,93495
301.0,568.0,Passes,93495
13.0,29.0,Tackles,93495
29.0,13.0,Clearances,93495
6.0,7.0,Corners,93495
0.0,3.0,Offsides,93495
2.0,2.0,Yellow cards,93495
11.0,6.0,Fouls conceded,93495
1.0,0.0,Goal,93495
33.1,66.9,Possession %,93497
5.0,7.0,Shots on target,93497
11.0,18.0,Shots,93497
470.0,755.0,Touches,93497
256.0,523.0,Passes,93497
26.0,15.0,Tackles,93497
30.0,24.0,Clearances,93497
6.0,6.0,Corners,93497
0.0,3.0,Yellow cards,93497
1.0,0.0,Red cards,93497
10.0,10.0,Fouls conceded,93497
2.0,3.0,Goal,93497
61.2,38.8,Possession %,93498
6.0,8.0,Shots on target,93498
13.0,18.0,Shots,93498
804.0,560.0,Touches,93498
583.0,358.0,Passes,93498
23.0,17.0,Tackles,93498
21.0,14.0,Clearances,93498
3.0,8.0,Corners,93498
2.0,3.0,Offsides,93498
1.0,4.0,Yellow cards,93498
6.0,18.0,Fouls conceded,93498
2.0,1.0,Goal,93498
51.0,49.0,Possession %,93494
3.0,2.0,Shots on target,93494
13.0,13.0,Shots,93494
652.0,647.0,Touches,93494
